y,text,text_pt,processed_text,sentiment_label
negative,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,"O prejuízo no período totalizou EUR 15,6 milhões, em comparação com um lucro de EUR 6,3 milhões em 2008.",loss period total eur mn compare profit eur mn,1
neutral,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,Outra coisa notável é que a busca pelas marcas Tata e Airtel estava principalmente relacionada a `conexões de banda larga '.,another noticeable thing search tata airtel brand mostly relate broadband connection,2
neutral,BM4 middle layer headbox will be equipped with a dilution control system .,A caixa de entrada da camada intermediária BM4 será equipada com um sistema de controle de diluição.,bm middle layer headbox equip dilution control system,2
negative,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .","Na Finlândia, a empresa do setor de metal Componenta está demitindo temporariamente a equipe de sua fábrica de Pori, do Natal de 2008 a 6 de janeiro de 2009.",finland metal sector company componenta lay temporarily staff pori mill christmas till january,1
neutral,Work on the assignment has already started and is due for completion in spring 2011 .,O trabalho na tarefa já começou e deve ser concluído na primavera de 2011.,work assignment already start due completion spring,2
neutral,"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .","Jukka Hienonen, o atual CEO da Finnair, deixará o cargo no final de janeiro de 2010.",jukka hienonen current finnair ceo step end january,2
neutral,Yakima created the position for him after emerging from economic downturns of its own .,Yakima criou a posição para ele após emergir de crises econômicas próprias.,yakima create position emerge economic downturn,2
positive,"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .","A consultoria finlandesa de TI Satama Interactive Oyj registrou um lucro líquido de 1,4 milhões de euros $ 2,0 milhões nos primeiros nove meses de 2007, em comparação com um prejuízo líquido de 462.000 euros $ 664.000 no mesmo período de 2006.",finnish consultancy satama interactive oyj post net profit mln euro mln first nine month compare net loss euro period,0
neutral,The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .,O gráfico de gelo online não mostra gelo na área dos portos marítimos da Estônia na costa do Golfo da Finlândia.,online ice chart show ice area estonia sea port coast gulf finland,2
positive,"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",As tarifas de exportação russas ativarão a colheita na Finlândia e as vendas na Rússia também aumentarão.,russian export duty activate harvest finland sale russia increase also,0
neutral,"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .","Para mostrar nossos recursos de ponta a ponta no Mobile World Congress, organizamos uma competição interna de desenvolvimento de aplicativos MeeGo para motivar os desenvolvedores a criar novos aplicativos.",showcase endtoend capability mobile world congress arrange internal meego application development competition entice developer create new application,2
neutral,Feed companies Suomen Rehu and Raisio do no import GMO feed .,As empresas de ração Suomen Rehu e Raisio não importam rações transgênicas.,feed company suomen rehu raisio import gmo fee,2
positive,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .","Os principais acionistas da fornecedora finlandesa de serviços de TI TietoEnator Oyj rejeitaram na sexta-feira uma oferta hostil de EUR 1,18 bilhão e $ 1,67 bilhão da loja de aquisições Nordic Capital, dando nova vida a uma possível contra-oferta da Blackstone Group LP e da Norwegian telecom Telenor ASA.",key shareholder finnish service provider tietoenator oyj friday reject hostile eur billion billion offer buyout shop nordic capital give new life possible counter offer blackstone group lp norwegian telecom telenor asa,0
positive,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,A finlandesa Outotec obteve um contrato para fornecer um novo torrador de zinco com limpeza de gás e planta de ácido sulfúrico para a fundição de zinco OZK Kardzhali na Bulgária.,finnish outotec award contract supply new zinc roaster gas clean sulphuric acid plant ozk kardzhali zinc smelter bulgaria,0
neutral,"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .","A Boomeranger Boats Oy é especializada na construção e design de barcos, fabrica e vende barcos infláveis rígidos personalizados RIB principalmente para o mercado do Mar Báltico.",boomeranger boat oy specialises boat building design manufacture sell customise rigid inflatable boat rib primarily baltic sea market,2
neutral,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",O contrato de aluguel de dez anos com direito a prorrogação nos termos existentes foi assinado entre Stockmann e o proprietário do shopping em 1998.,ten year rent contract right prolongation exist term sign stockmann owner shopping center,2
neutral,The writing and publication of Lemmink+∆inen -ì s history is a continuation of earlier collaboration between Antti Tuuri and the company .,A redação e publicação da história da Lemmink + ∆inen -ì é uma continuação da colaboração anterior entre Antti Tuuri e a empresa.,write publication lemminkinen history continuation earlier collaboration antti tuuri company,2
negative,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,O hack foi extremamente nefasto porque os tweets eram ativados sem serem clicados - bastava para os internautas moverem o cursor do mouse sobre eles.,hack extra nefarious tweet activate without click enough web surfer move mouse cursor,1
neutral,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,Seu último cargo na Nokia Siemens Networks foi chefe de Business Human Resources NSN global IT.,last position nokia siemens network head business human resource nsn global,2
neutral,"It s an area that is highly valued , because most of the land there has already been built on .","É uma área muito valorizada, pois a maior parte dos terrenos já foi construída.",area highly value land already build,2
positive,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying .","A unidade brasileira da fornecedora de soluções de segurança finlandesa F-Secure assinou 1.500 novos clientes no ano passado, disse a fonte de notícias online Reseller Web citando o diretor comercial da divisão, Vladimir Brand + _o.",brazilian unit finnish security solution provider fsecure sign new client last year online news source reseller web quote division commercial director vladimir brando say,0
positive,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,"21 de outubro de 2010 - A empresa finlandesa de equipamentos de pesca Rapala VMC Corp (HEL: RAP1V) disse hoje que seu lucro líquido aumentou para EUR18,9 milhões nos primeiros nove meses de 2010, de EUR15,1 milhões no mesmo período do ano anterior.",october finnish fishing tackle company rapala vmc corp hel rapv say today net profit rise eur first nine month eur period year earlier,0
